,class,end_pos,file,line,start_pos,text,type,Y,Predicted_Values
263,U,796,ML13308A903.txt,137,471.0,"['inspection', 'planning', 'inspection', 'scope', 'the', 'inspectors', 'reviewed', 'the', 'solid', 'radioactive', 'waste', 'system', 'description', 'in', 'the', 'final', 'safety', 'analysis', 'the', 'process', 'control', 'and', 'the', 'recent', 'radiological', 'effluent', 'release', 'report', 'for', 'information', 'on', 'the', 'and', 'processing', 'of', 'radioactive', 'waste']",0.0,U,U
264,U,1002,ML13308A903.txt,137,796.0,"['the', 'inspectors', 'reviewed', 'the', 'scope', 'of', 'any', 'quality', 'assurance', 'audits', 'in', 'this', 'area', 'since', 'the', 'last', 'inspection', 'to', 'gain', 'insights', 'into', 'the', 'performance', 'and', 'inform', 'the', 'inspection']",0.0,U,U
269,U,6,ML13308A903.txt,143,0.0,[],0.0,U,U
270,U,345,ML13308A903.txt,145,0.0,"['radioactive', 'material', 'storage', 'inspection', 'scope', 'the', 'inspectors', 'selected', 'areas', 'where', 'containers', 'of', 'radioactive', 'waste', 'are', 'and', 'evaluated', 'whether', 'the', 'containers', 'were', 'labeled', 'in', 'accordance', 'with', 'cfr', 'or', 'controlled', 'in', 'accordance', 'with', 'cfr', 'to', 'labeling', 'as']",0.0,U,U
272,U,847,ML13308A903.txt,145,543.0,"['for', 'materials', 'stored', 'or', 'used', 'in', 'the', 'controlled', 'or', 'unrestricted', 'the', 'inspectors', 'evaluated', 'whether', 'they', 'were', 'secured', 'against', 'unauthorized', 'removal', 'and', 'controlled', 'in', 'accordance', 'with', 'cfr', 'of', 'stored', 'and', 'cfr', 'of', 'material', 'not', 'in', 'as']",0.0,U,U
276,U,37,ML13308A903.txt,149,0.0,"['findings', 'no', 'findings', 'were']",0.0,U,U
279,U,660,ML13308A903.txt,153,321.0,"['the', 'inspectors', 'reviewed', 'administrative', 'physical', 'controls', 'drainage', 'and', 'isolation', 'of', 'the', 'system', 'from', 'other', 'to', 'assess', 'whether', 'the', 'equipment', 'which', 'is', 'not', 'in', 'service', 'or', 'abandoned', 'in', 'place', 'would', 'not', 'contribute', 'to', 'an', 'unmonitored', 'release', 'path', 'affect', 'operating', 'systems', 'or', 'be', 'source', 'of', 'unnecessary', 'personnel']",0.0,U,N
280,U,849,ML13308A903.txt,153,660.0,"['the', 'inspectors', 'assessed', 'whether', 'the', 'licensee', 'reviewed', 'the', 'safety', 'significance', 'of', 'systems', 'and', 'equipment', 'abandoned', 'in', 'place', 'in', 'accordance', 'with', 'cfr', 'and']",0.0,U,U
281,U,972,ML13308A903.txt,153,849.0,"['the', 'inspectors', 'reviewed', 'the', 'adequacy', 'of', 'changes', 'made', 'to', 'the', 'radioactive', 'waste', 'processing', 'systems', 'since', 'the', 'last']",0.0,U,U
282,U,1092,ML13308A903.txt,153,972.0,"['the', 'inspectors', 'evaluated', 'whether', 'changes', 'from', 'what', 'is', 'described', 'in', 'the', 'fsar', 'were', 'reviewed', 'and', 'documented', 'in', 'enclosure']",0.0,U,U
284,U,567,ML13308A903.txt,155,115.0,"['the', 'inspectors', 'selected', 'processes', 'for', 'transferring', 'radioactive', 'waste', 'resin', 'sludge', 'discharges', 'into', 'containers', 'and', 'assessed', 'whether', 'the', 'waste', 'stream', 'sampling', 'and', 'methodology', 'for', 'waste', 'concentration', 'averaging', 'were', 'consistent', 'with', 'the', 'process', 'control', 'and', 'provided', 'representative', 'samples', 'of', 'the', 'waste', 'product', 'for', 'the', 'purposes', 'of', 'waste', 'classification', 'as', 'described', 'in', 'cfr']",0.0,U,U
286,U,916,ML13308A903.txt,155,712.0,"['the', 'inspectors', 'assessed', 'whether', 'the', 'process', 'control', 'program', 'correctly', 'described', 'the', 'current', 'methods', 'and', 'procedures', 'for', 'dewatering', 'and', 'waste', 'stabilization', 'removal', 'of', 'freestanding']",0.0,U,U
287,U,918,ML13308A903.txt,155,916.0,[],0.0,U,U
292,U,559,ML13308A903.txt,157,312.0,"['the', 'inspectors', 'evaluated', 'whether', 'the', 'use', 'of', 'scaling', 'factors', 'and', 'calculations', 'to', 'account', 'for', 'radionuclides', 'was', 'technically', 'sound', 'and', 'based', 'on', 'current', 'cfr', 'part', 'analysis', 'for', 'the', 'selected', 'radioactive', 'waste']",0.0,U,U
295,U,93,ML13308A903.txt,159,0.0,"['and', 'characterization', 'requirements', 'of', 'cfr', 'and', 'cfr']",0.0,U,U
297,U,132,ML13308A903.txt,159,95.0,"['findings', 'no', 'findings', 'were']",0.0,U,U
298,U,137,ML13308A903.txt,159,132.0,[],0.0,U,U
299,U,416,ML13308A903.txt,159,137.0,"['shipment', 'preparation', 'inspection', 'scope', 'the', 'inspectors', 'observed', 'shipment', 'vehicle', 'emergency', 'disposal', 'shipping', 'papers', 'provided', 'to', 'the', 'and', 'licensee', 'verification', 'of', 'shipment']",0.0,U,U
301,U,637,ML13308A903.txt,159,533.0,"['the', 'inspectors', 'evaluated', 'whether', 'the', 'receiving', 'licensee', 'was', 'authorized', 'to', 'receive', 'the', 'shipment']",0.0,U,U
304,U,1548,ML13308A903.txt,159,960.0,"['the', 'inspectors', 'assessed', 'whether', 'the', 'shippers', 'were', 'knowledgeable', 'of', 'the', 'shipping', 'regulations', 'and', 'whether', 'shipping', 'personnel', 'demonstrated', 'adequate', 'skills', 'to', 'accomplish', 'the', 'package', 'preparation', 'requirements', 'for', 'public', 'transport', 'with', 'respect', 'the', 'response', 'to', 'nrc', 'bulletin', 'of', 'radioactive', 'waste', 'for', 'transport', 'and', 'dated', 'august', 'title', 'cfr', 'part', 'materials', 'special', 'hazardous', 'materials', 'emergency', 'response', 'training', 'and', 'security', 'subpart']",0.0,U,U
311,U,6,ML13308A903.txt,163,0.0,[],0.0,U,U
314,U,138,ML13308A903.txt,167,136.0,[],0.0,U,U
315,U,175,ML13308A903.txt,167,138.0,"['findings', 'no', 'findings', 'were']",0.0,U,U
317,U,554,ML13308A903.txt,167,180.0,"['identification', 'and', 'resolution', 'of', 'problems', 'inspection', 'scope', 'the', 'inspectors', 'assessed', 'whether', 'problems', 'associated', 'with', 'radioactive', 'waste', 'and', 'were', 'being', 'identified', 'by', 'the', 'licensee', 'at', 'an', 'appropriate', 'were', 'properly', 'and', 'were', 'properly', 'addressed', 'for', 'resolution', 'in', 'the', 'licensee', 'corrective', 'action']",0.0,U,U
320,U,994,ML13308A903.txt,167,992.0,[],0.0,U,U
322,U,1033,ML13308A903.txt,167,1031.0,[],0.0,U,U
323,U,1608,ML13308A903.txt,167,1033.0,"['other', 'activities', 'initiating', 'mitigating', 'barrier', 'and', 'emergency', 'public', 'radiation', 'and', 'occupational', 'radiation', 'safety', 'performance', 'indicator', 'verification', 'mitigating', 'systems', 'performance', 'index', 'heat', 'removal', 'system', 'inspection', 'scope', 'the', 'inspectors', 'sampled', 'licensee', 'submittals', 'for', 'the', 'mitigating', 'systems', 'performance', 'index', 'heat', 'removal', 'system', 'performance', 'indicator', 'for', 'dresden', 'nuclear', 'power', 'station', 'units', 'and', 'covering', 'the', 'period', 'from', 'the', 'second', 'quarter', 'through', 'first', 'quarter']",0.0,U,U
324,U,1768,ML13308A903.txt,167,1608.0,"['to', 'determine', 'the', 'accuracy', 'of', 'the', 'pi', 'data', 'reported', 'during', 'those', 'pi', 'definitions', 'and', 'guidance', 'contained', 'in', 'the', 'nuclear', 'energy', 'institute', 'enclosure']",0.0,U,U
328,U,794,ML13308A903.txt,169,593.0,"['the', 'inspectors', 'also', 'reviewed', 'the', 'issue', 'report', 'database', 'to', 'determine', 'if', 'any', 'problems', 'had', 'been', 'identified', 'with', 'the', 'pi', 'data', 'collected', 'or', 'transmitted', 'for', 'this', 'indicator', 'and', 'none', 'were']",0.0,U,U
331,U,988,ML13308A903.txt,169,951.0,"['findings', 'no', 'findings', 'were']",0.0,U,U
333,U,1587,ML13308A903.txt,169,1351.0,"['to', 'determine', 'the', 'accuracy', 'of', 'the', 'pi', 'data', 'reported', 'during', 'those', 'pi', 'definitions', 'and', 'guidance', 'contained', 'in', 'the', 'nei', 'document', 'assessment', 'performance', 'indicator', 'revision', 'dated', 'october', 'were']",0.0,U,U
335,U,2063,ML13308A903.txt,169,1834.0,"['the', 'inspectors', 'reviewed', 'the', 'mspi', 'component', 'risk', 'coefficient', 'to', 'determine', 'if', 'it', 'had', 'changed', 'by', 'more', 'than', 'percent', 'in', 'value', 'since', 'the', 'previous', 'and', 'if', 'that', 'the', 'change', 'was', 'in', 'accordance', 'with', 'applicable', 'nei']",0.0,U,U
337,U,2327,ML13308A903.txt,169,2264.0,"['documents', 'reviewed', 'are', 'listed', 'in', 'the', 'attachment', 'to', 'this']",0.0,U,U
340,U,2,ML13308A903.txt,171,0.0,[],0.0,U,U
342,U,6,ML13308A903.txt,175,0.0,[],0.0,U,U
343,U,343,ML13308A903.txt,177,0.0,"['mitigating', 'systems', 'performance', 'index', 'cooling', 'water', 'systems', 'inspection', 'scope', 'the', 'inspectors', 'sampled', 'licensee', 'submittals', 'for', 'the', 'mitigating', 'systems', 'performance', 'index', 'cooling', 'water', 'systems', 'performance', 'indicator', 'for', 'dresden', 'nuclear', 'power', 'station', 'units', 'and', 'covering', 'the', 'period', 'from', 'the', 'second', 'quarter', 'through', 'first', 'quarter']",0.0,U,U
346,U,1055,ML13308A903.txt,177,826.0,"['the', 'inspectors', 'reviewed', 'the', 'mspi', 'component', 'risk', 'coefficient', 'to', 'determine', 'if', 'it', 'had', 'changed', 'by', 'more', 'than', 'percent', 'in', 'value', 'since', 'the', 'previous', 'and', 'if', 'that', 'the', 'change', 'was', 'in', 'accordance', 'with', 'applicable', 'nei']",0.0,U,U
348,U,1319,ML13308A903.txt,177,1256.0,"['documents', 'reviewed', 'are', 'listed', 'in', 'the', 'attachment', 'to', 'this']",0.0,U,U
349,U,1411,ML13308A903.txt,177,1319.0,"['this', 'inspection', 'constituted', 'two', 'mspi', 'cooling', 'water', 'system', 'samples', 'as', 'defined', 'in', 'ip']",0.0,U,U
351,U,37,ML13308A903.txt,181,0.0,"['findings', 'no', 'findings', 'were']",0.0,U,U
353,U,228,ML13308A903.txt,185,0.0,"['occupational', 'exposure', 'control', 'effectiveness', 'inspection', 'scope', 'the', 'inspectors', 'sampled', 'licensee', 'submittals', 'for', 'the', 'occupational', 'radiological', 'occurrences', 'pi', 'for', 'the', 'period', 'from', 'the', 'first', 'quarter', 'through', 'the', 'second', 'quarter']",0.0,U,N
358,U,1314,ML13308A903.txt,185,1144.0,"['the', 'inspectors', 'also', 'conducted', 'walkdowns', 'of', 'numerous', 'locked', 'high', 'and', 'very', 'high', 'radiation', 'area', 'entrances', 'to', 'determine', 'the', 'adequacy', 'of', 'the', 'controls', 'in', 'place', 'for', 'these']",0.0,U,U
363,U,37,ML13308A903.txt,189,0.0,"['findings', 'no', 'findings', 'were']",0.0,U,U
366,U,1084,ML13308A903.txt,191,560.0,"['attributes', 'reviewed', 'identification', 'of', 'the', 'problem', 'was', 'complete', 'and', 'timeliness', 'was', 'commensurate', 'with', 'the', 'safety', 'evaluation', 'and', 'disposition', 'of', 'performance', 'generic', 'common', 'contributing', 'root', 'and', 'previous', 'occurrences', 'reviews', 'were', 'proper', 'and', 'and', 'that', 'the', 'and', 'timeliness', 'of', 'corrective', 'actions', 'were', 'commensurate', 'with', 'safety', 'and', 'sufficient', 'to', 'prevent', 'recurrence', 'of', 'the']",0.0,U,U
368,U,1344,ML13308A903.txt,191,1219.0,"['these', 'routine', 'reviews', 'for', 'the', 'identification', 'and', 'resolution', 'of', 'problems', 'did', 'not', 'constitute', 'any', 'additional', 'inspection']",0.0,U,U
371,U,1534,ML13308A903.txt,191,1497.0,"['findings', 'no', 'findings', 'were']",0.0,U,U
378,U,2138,ML13308A903.txt,191,2126.0,['enclosure'],0.0,U,U
380,U,736,ML13308A903.txt,193,509.0,"['operators', 'on', 'scene', 'rapidly', 'shut', 'the', 'secondary', 'containment', 'boundary', 'door', 'on', 'the', 'edg', 'side', 'of', 'the', 'interlock', 'ensuring', 'that', 'reactor', 'building', 'to', 'outside', 'environment', 'differential', 'pressure', 'requirements', 'were', 'maintained', 'at', 'all']",0.0,U,N
382,U,1308,ML13308A903.txt,193,920.0,"['information', 'ascertained', 'from', 'the', 'individuals', 'involved', 'during', 'the', 'prompt', 'investigation', 'identified', 'potential', 'fault', 'in', 'the', 'interlock', 'circuitry', 'associated', 'with', 'the', 'edg', 'room', 'side', 'door', 'as', 'the', 'radiation', 'protection', 'individual', 'observed', 'no', 'interlock', 'warning', 'light', 'indications', 'and', 'was', 'able', 'to', 'open', 'the', 'reactor', 'building', 'side', 'door', 'with', 'the', 'edg', 'side', 'door', 'already', 'in', 'an', 'open']",0.0,U,U
383,U,1515,ML13308A903.txt,193,1308.0,"['following', 'the', 'issuance', 'of', 'this', 'licensee', 'event', 'report', 'but', 'prior', 'to', 'the', 'end', 'of', 'the', 'inspection', 'period', 'covered', 'by', 'this', 'the', 'licensee', 'completed', 'their', 'apparent', 'cause', 'evaluation', 'and', 'corrective']",0.0,U,N
387,U,2331,ML13308A903.txt,193,2268.0,"['this', 'provided', 'permissive', 'signal', 'to', 'the', 'reactor', 'building']",0.0,U,U
394,U,3766,ML13308A903.txt,193,3665.0,"['substantially', 'improved', 'performed', 'since', 'indicate', 'that', 'the', 'action', 'plan', 'was']",0.0,U,U
399,U,403,ML13308A903.txt,195,155.0,"['the', 'licensee', 'had', 'not', 'completed', 'the', 'apparent', 'cause', 'evaluation', 'nor', 'the', 'corrective', 'actions', 'by', 'the', 'time', 'the', 'ler', 'was', 'due', 'and', 'as', 'result', 'plans', 'to', 'make', 'supplemental', 'report', 'to', 'discuss', 'the', 'apparent', 'cause', 'and', 'corrective', 'actions', 'associated', 'with', 'this']",0.0,U,N
401,U,645,ML13308A903.txt,195,583.0,"['no', 'findings', 'or', 'violations', 'of', 'nrc', 'requirements', 'were']",0.0,U,U
402,U,664,ML13308A903.txt,195,645.0,"['this', 'ler', 'is']",0.0,U,U
403,U,744,ML13308A903.txt,195,664.0,"['this', 'event', 'follow', 'up', 'review', 'constituted', 'one', 'as', 'defined', 'in', 'ip']",0.0,U,U
404,U,1110,ML13308A903.txt,195,744.0,"['licensee', 'event', 'report', 'of', 'control', 'rods', 'with', 'control', 'rod', 'block', 'monitor', 'the', 'inspectors', 'reviewed', 'ler', 'of', 'control', 'rods', 'with', 'control', 'rod', 'block', 'monitor', 'to', 'ensure', 'that', 'the', 'issues', 'documented', 'in', 'the', 'report', 'were', 'adequately', 'addressed', 'in', 'the', 'corrective', 'action']",0.0,U,U
406,U,1388,ML13308A903.txt,195,1293.0,"['normally', 'with', 'no', 'control', 'rods', 'selected', 'all', 'sixteen', 'lprm', 'bypassed', 'indicating', 'lights', 'will', 'be']",0.0,U,U
407,U,1477,ML13308A903.txt,195,1388.0,"['the', 'operators', 'changed', 'the', 'light', 'but', 'were', 'unsuccessful', 'in', 'achieving', 'lit']",0.0,U,U
410,U,2006,ML13308A903.txt,195,1682.0,"['the', 'rod', 'block', 'monitor', 'system', 'possesses', 'two', 'channels', 'and', 'channel', 'and', 'is', 'designed', 'to', 'prevent', 'localized', 'fuel', 'damage', 'during', 'rod', 'withdrawal', 'error', 'and', 'provides', 'additional', 'margin', 'to', 'gross', 'fuel', 'failure', 'and', 'reduces', 'the', 'occurrence', 'of', 'initiating', 'events', 'by', 'terminating', 'rod', 'withdrawal', 'before', 'scram', 'settings', 'are']",0.0,U,U
414,H,2967,ML13308A903.txt,195,2782.0,"['operations', 'on', 'shift', 'management', 'accepted', 'this', 'assessment', 'without', 'engaging', 'system', 'engineering', 'even', 'though', 'they', 'possessed', 'failed', 'lprm', 'bypassed', 'indicating', 'light', 'and', 'failed']",1.0,N,N
415,U,3030,ML13308A903.txt,195,2967.0,"['this', 'was', 'missed', 'opportunity', 'to', 'question', 'abnormal']",0.0,U,U
418,H,339,ML13308A903.txt,197,0.0,"['operations', 'shift', 'management', 'considered', 'the', 'surveillance', 'failed', 'but', 'did', 'not', 'consider', 'the', 'affected', 'rbm', 'channel', 'inoperable', 'because', 'they', 'relied', 'on', 'the', 'previous', 'assessment', 'from', 'maintenance', 'that', 'the', 'power', 'potentiometer', 'though', 'installed', 'in', 'the', 'rbm', 'only', 'affected', 'the', 'testing', 'portion', 'and', 'did', 'not', 'reflect', 'actual', 'functionality', 'of', 'the']",1.0,N,N
419,T,596,ML13308A903.txt,197,339.0,"['at', 'this', 'point', 'operations', 'management', 'failed', 'to', 'fully', 'question', 'abnormal', 'control', 'board', 'light', 'indications', 'on', 'both', 'units', 'and', 'failed', 'surveillances', 'on', 'both', 'units', 'associated', 'with', 'not', 'being', 'able', 'to', 'achieve', 'downscale', 'conditions', 'for', 'the', 'input', 'lprm', 'detection']",1.0,N,N
424,T,1456,ML13308A903.txt,197,1319.0,"['unfortunately', 'operations', 'and', 'maintenance', 'personnel', 'still', 'did', 'not', 'recognize', 'that', 'the', 'failed', 'card', 'represented', 'failure', 'of', 'the', 'rbm']",1.0,N,N
425,U,1606,ML13308A903.txt,197,1456.0,"['troubleshooting', 'on', 'unit', 'rbm', 'channel', 'on', 'july', 'indicated', 'similar', 'failed', 'quad', 'trip', 'card', 'which', 'was', 'successfully', 'replaced', 'on', 'august']",0.0,U,N
429,U,2510,ML13308A903.txt,197,2414.0,"['therefore', 'only', 'unit', 'technical', 'specification', 'special', 'conditions', 'for', 'applicability', 'were']",0.0,U,N
432,U,3011,ML13308A903.txt,197,2931.0,"['this', 'event', 'follow', 'up', 'review', 'constituted', 'one', 'as', 'defined', 'in', 'ip']",0.0,U,U
435,U,28,ML13308A903.txt,203,0.0,"['other', 'activities']",0.0,U,U
436,U,390,ML13308A903.txt,203,28.0,"['correction', 'to', 'input', 'for', 'temporary', 'review', 'of', 'the', 'industry', 'initiative', 'to', 'control', 'degradation', 'of', 'underground', 'piping', 'and', 'tanks', 'the', 'temporary', 'instructions', 'inspection', 'documented', 'in', 'dresden', 'inspection', 'report', 'contained', 'link', 'to', 'the', 'specific', 'questions', 'the', 'inspection', 'focused']",0.0,U,U
438,U,175,ML13308A903.txt,205,0.0,"['management', 'meetings', 'exit', 'meeting', 'summary', 'on', 'october', 'the', 'inspectors', 'presented', 'the', 'inspection', 'results', 'to', 'and', 'other', 'members', 'of', 'the', 'licensee']",0.0,U,U
439,U,222,ML13308A903.txt,205,175.0,"['the', 'licensee', 'acknowledged', 'the', 'issues']",0.0,U,U
440,U,338,ML13308A903.txt,205,222.0,"['the', 'inspectors', 'verified', 'that', 'no', 'proprietary', 'information', 'was', 'retained', 'by', 'the', 'inspectors', 'or', 'documented', 'in', 'this']",0.0,U,U
443,U,858,ML13308A903.txt,205,811.0,"['the', 'licensee', 'acknowledged', 'the', 'issues']",0.0,U,U
444,U,984,ML13308A903.txt,205,858.0,"['on', 'august', 'the', 'inspectors', 'presented', 'the', 'inspection', 'results', 'to', 'and', 'other', 'members', 'of', 'the', 'licensee']",0.0,U,U
445,U,1031,ML13308A903.txt,205,984.0,"['the', 'licensee', 'acknowledged', 'the', 'issues']",0.0,U,U
449,U,362,ML13308A903.txt,211,102.0,"['violations', 'the', 'following', 'violation', 'of', 'very', 'low', 'safety', 'significance', 'was', 'identified', 'by', 'the', 'licensee', 'and', 'is', 'violation', 'of', 'nrc', 'requirements', 'which', 'meets', 'the', 'criteria', 'of', 'the', 'nrc', 'enforcement', 'for', 'being', 'dispositioned', 'as', 'an']",0.0,U,U
452,U,318,ML13308A903.txt,213,110.0,"['dresden', 'station', 'improved', 'technical', 'specification', 'rod', 'block', 'in', 'control', 'rod', 'block', 'instrumentation', 'for', 'each', 'function', 'in', 'table', 'shall', 'be']",0.0,U,N
455,U,1147,ML13308A903.txt,213,885.0,"['the', 'operators', 'entered', 'into', 'specified', 'condition', 'of', 'technical', 'specification', 'when', 'they', 'selected', 'and', 'operated', 'control', 'rods', 'with', 'reactor', 'power', 'greater', 'than', 'percent', 'rated', 'thermal', 'power', 'coincident', 'with', 'rbm', 'channel']",0.0,U,N
